Bands	Reflectance
350.0	0.0008
351.0	0.0007
352.0	0.0007
353.0	0.0008
354.0	0.0009
355.0	0.001
356.0	0.0011
357.0	0.001
358.0	0.001
359.0	0.001
360.0	0.0011
361.0	0.0011
362.0	0.001
363.0	0.001
364.0	0.0012
365.0	0.0013
366.0	0.0012
367.0	0.0013
368.0	0.0014
369.0	0.0014
370.0	0.0014
371.0	0.0015
372.0	0.0015
373.0	0.0015
374.0	0.0014
375.0	0.0015
376.0	0.0015
377.0	0.0017
378.0	0.002
379.0	0.0017
380.0	0.0016
381.0	0.0017
382.0	0.0018
383.0	0.0019
384.0	0.0018
385.0	0.0018
386.0	0.0019
387.0	0.002
388.0	0.002
389.0	0.0019
390.0	0.0018
391.0	0.002
392.0	0.0021
393.0	0.0021
394.0	0.0023
395.0	0.0023
396.0	0.0022
397.0	0.0022
398.0	0.0025
399.0	0.0026
400.0	0.0026
401.0	0.0028
402.0	0.003
403.0	0.003
404.0	0.0028
405.0	0.003
406.0	0.0031
407.0	0.0033
408.0	0.0035
409.0	0.0033
410.0	0.0035
411.0	0.004
412.0	0.0043
413.0	0.0042
414.0	0.0044
415.0	0.0047
416.0	0.0048
417.0	0.0048
418.0	0.0049
419.0	0.0051
420.0	0.0053
421.0	0.0056
422.0	0.0059
423.0	0.006
424.0	0.0063
425.0	0.0066
426.0	0.0067
427.0	0.0069
428.0	0.0072
429.0	0.0074
430.0	0.0077
431.0	0.0078
432.0	0.008
433.0	0.0081
434.0	0.0082
435.0	0.0084
436.0	0.0086
437.0	0.0089
438.0	0.0091
439.0	0.0092
440.0	0.0094
441.0	0.0099
442.0	0.0101
443.0	0.0101
444.0	0.0103
445.0	0.0104
446.0	0.0107
447.0	0.0109
448.0	0.0109
449.0	0.011
450.0	0.0112
451.0	0.0114
452.0	0.0116
453.0	0.0118
454.0	0.0119
455.0	0.012
456.0	0.012
457.0	0.0122
458.0	0.0123
459.0	0.0124
460.0	0.0127
461.0	0.0125
462.0	0.0124
463.0	0.0129
464.0	0.0129
465.0	0.013
466.0	0.013
467.0	0.0131
468.0	0.0133
469.0	0.0136
470.0	0.0138
471.0	0.0138
472.0	0.0138
473.0	0.014
474.0	0.0144
475.0	0.0144
476.0	0.0145
477.0	0.0147
478.0	0.0149
479.0	0.0151
480.0	0.0153
481.0	0.0155
482.0	0.0158
483.0	0.016
484.0	0.0161
485.0	0.0163
486.0	0.0169
487.0	0.0171
488.0	0.0172
489.0	0.0177
490.0	0.018
491.0	0.0182
492.0	0.0184
493.0	0.0189
494.0	0.0192
495.0	0.0196
496.0	0.0202
497.0	0.0204
498.0	0.0209
499.0	0.0217
500.0	0.0221
501.0	0.0226
502.0	0.0233
503.0	0.0241
504.0	0.0247
505.0	0.0253
506.0	0.026
507.0	0.0269
508.0	0.0277
509.0	0.0284
510.0	0.0292
511.0	0.0303
512.0	0.0314
513.0	0.0325
514.0	0.0336
515.0	0.0346
516.0	0.0358
517.0	0.0372
518.0	0.0384
519.0	0.0397
520.0	0.0411
521.0	0.0425
522.0	0.044
523.0	0.0456
524.0	0.0473
525.0	0.0489
526.0	0.0504
527.0	0.0521
528.0	0.0538
529.0	0.0555
530.0	0.0572
531.0	0.0591
532.0	0.061
533.0	0.063
534.0	0.065
535.0	0.0668
536.0	0.0689
537.0	0.0708
538.0	0.0727
539.0	0.0748
540.0	0.0767
541.0	0.0784
542.0	0.0801
543.0	0.0816
544.0	0.0831
545.0	0.0845
546.0	0.0857
547.0	0.0866
548.0	0.0875
549.0	0.0885
550.0	0.0894
551.0	0.0905
552.0	0.0916
553.0	0.0928
554.0	0.0939
555.0	0.0947
556.0	0.0956
557.0	0.0968
558.0	0.0977
559.0	0.0984
560.0	0.0989
561.0	0.099
562.0	0.0989
563.0	0.0987
564.0	0.0983
565.0	0.098
566.0	0.0973
567.0	0.0964
568.0	0.0956
569.0	0.0949
570.0	0.0942
571.0	0.0935
572.0	0.0928
573.0	0.092
574.0	0.0913
575.0	0.0906
576.0	0.0894
577.0	0.0887
578.0	0.0883
579.0	0.0878
580.0	0.0875
581.0	0.0875
582.0	0.0877
583.0	0.0878
584.0	0.088
585.0	0.0882
586.0	0.0884
587.0	0.0887
588.0	0.0889
589.0	0.0891
590.0	0.0894
591.0	0.0895
592.0	0.0896
593.0	0.0899
594.0	0.0903
595.0	0.0907
596.0	0.0911
597.0	0.0914
598.0	0.0919
599.0	0.0924
600.0	0.0926
601.0	0.0929
602.0	0.0928
603.0	0.0926
604.0	0.0924
605.0	0.0923
606.0	0.0918
607.0	0.0914
608.0	0.0913
609.0	0.0909
610.0	0.0905
611.0	0.0904
612.0	0.0902
613.0	0.0897
614.0	0.0892
615.0	0.0889
616.0	0.0888
617.0	0.0887
618.0	0.0886
619.0	0.0885
620.0	0.0884
621.0	0.0884
622.0	0.0885
623.0	0.0885
624.0	0.0887
625.0	0.089
626.0	0.089
627.0	0.0893
628.0	0.0895
629.0	0.0896
630.0	0.0901
631.0	0.0905
632.0	0.0908
633.0	0.0912
634.0	0.0917
635.0	0.0918
636.0	0.0917
637.0	0.0917
638.0	0.0915
639.0	0.0914
640.0	0.0913
641.0	0.0909
642.0	0.0905
643.0	0.0902
644.0	0.0899
645.0	0.0895
646.0	0.0894
647.0	0.0891
648.0	0.0885
649.0	0.0883
650.0	0.0881
651.0	0.0875
652.0	0.0874
653.0	0.0873
654.0	0.0873
655.0	0.0872
656.0	0.087
657.0	0.087
658.0	0.0871
659.0	0.0867
660.0	0.0866
661.0	0.0865
662.0	0.0864
663.0	0.0862
664.0	0.0862
665.0	0.0863
666.0	0.0866
667.0	0.0869
668.0	0.0873
669.0	0.0879
670.0	0.0886
671.0	0.0893
672.0	0.09
673.0	0.091
674.0	0.0921
675.0	0.0933
676.0	0.0945
677.0	0.0956
678.0	0.0967
679.0	0.0982
680.0	0.0999
681.0	0.1018
682.0	0.1039
683.0	0.1062
684.0	0.1086
685.0	0.1113
686.0	0.1143
687.0	0.1177
688.0	0.1215
689.0	0.1256
690.0	0.1303
691.0	0.136
692.0	0.1424
693.0	0.1495
694.0	0.1579
695.0	0.1678
696.0	0.1792
697.0	0.1925
698.0	0.2079
699.0	0.2255
700.0	0.2454
701.0	0.2676
702.0	0.2918
703.0	0.3182
704.0	0.3461
705.0	0.3753
706.0	0.4058
707.0	0.4377
708.0	0.4705
709.0	0.5038
710.0	0.5372
711.0	0.5706
712.0	0.6044
713.0	0.6382
714.0	0.6716
715.0	0.7047
716.0	0.7374
717.0	0.7694
718.0	0.8011
719.0	0.8323
720.0	0.8629
721.0	0.8925
722.0	0.9211
723.0	0.9487
724.0	0.9755
725.0	1.0019
726.0	1.0272
727.0	1.0515
728.0	1.075
729.0	1.0972
730.0	1.1187
731.0	1.1393
732.0	1.1585
733.0	1.1774
734.0	1.1959
735.0	1.2138
736.0	1.2304
737.0	1.2462
738.0	1.2612
739.0	1.2755
740.0	1.2897
741.0	1.3032
742.0	1.3158
743.0	1.3281
744.0	1.34
745.0	1.3512
746.0	1.3618
747.0	1.3716
748.0	1.3813
749.0	1.3904
750.0	1.3988
751.0	1.4072
752.0	1.415
753.0	1.4222
754.0	1.4291
755.0	1.4351
756.0	1.4406
757.0	1.4459
758.0	1.4512
759.0	1.4561
760.0	1.4606
761.0	1.4647
762.0	1.4685
763.0	1.472
764.0	1.4751
765.0	1.478
766.0	1.481
767.0	1.4835
768.0	1.4855
