Bands	Reflectance
350.0	0.0007
351.0	0.0007
352.0	0.0006
353.0	0.0008
354.0	0.0008
355.0	0.0008
356.0	0.0009
357.0	0.001
358.0	0.0011
359.0	0.0011
360.0	0.0009
361.0	0.001
362.0	0.001
363.0	0.0009
364.0	0.0011
365.0	0.0013
366.0	0.0014
367.0	0.0013
368.0	0.0014
369.0	0.0014
370.0	0.0014
371.0	0.0013
372.0	0.0015
373.0	0.0013
374.0	0.0012
375.0	0.0014
376.0	0.0014
377.0	0.0014
378.0	0.0016
379.0	0.0015
380.0	0.0012
381.0	0.0013
382.0	0.0016
383.0	0.0016
384.0	0.0016
385.0	0.0015
386.0	0.0015
387.0	0.0016
388.0	0.0016
389.0	0.0016
390.0	0.0018
391.0	0.0021
392.0	0.0019
393.0	0.0016
394.0	0.0019
395.0	0.002
396.0	0.002
397.0	0.0021
398.0	0.0021
399.0	0.0022
400.0	0.0023
401.0	0.0023
402.0	0.0023
403.0	0.0024
404.0	0.0026
405.0	0.0025
406.0	0.0025
407.0	0.0027
408.0	0.0031
409.0	0.003
410.0	0.003
411.0	0.0032
412.0	0.0035
413.0	0.0036
414.0	0.0036
415.0	0.0037
416.0	0.0038
417.0	0.0041
418.0	0.0043
419.0	0.0044
420.0	0.0047
421.0	0.0048
422.0	0.0048
423.0	0.005
424.0	0.0053
425.0	0.0056
426.0	0.0058
427.0	0.0059
428.0	0.0061
429.0	0.0063
430.0	0.0065
431.0	0.0067
432.0	0.0069
433.0	0.0071
434.0	0.0072
435.0	0.0073
436.0	0.0073
437.0	0.0075
438.0	0.0079
439.0	0.0081
440.0	0.0082
441.0	0.0085
442.0	0.0087
443.0	0.0086
444.0	0.0085
445.0	0.0089
446.0	0.0093
447.0	0.0095
448.0	0.0095
449.0	0.0094
450.0	0.0096
451.0	0.0098
452.0	0.01
453.0	0.0099
454.0	0.0099
455.0	0.01
456.0	0.0102
457.0	0.0103
458.0	0.0104
459.0	0.0104
460.0	0.0105
461.0	0.0106
462.0	0.0108
463.0	0.0109
464.0	0.0108
465.0	0.0108
466.0	0.0111
467.0	0.0113
468.0	0.0114
469.0	0.0117
470.0	0.0119
471.0	0.0116
472.0	0.0116
473.0	0.0118
474.0	0.012
475.0	0.0123
476.0	0.0124
477.0	0.0124
478.0	0.0127
479.0	0.0128
480.0	0.013
481.0	0.0132
482.0	0.0132
483.0	0.0134
484.0	0.0135
485.0	0.0135
486.0	0.014
487.0	0.0143
488.0	0.0143
489.0	0.0146
490.0	0.015
491.0	0.0154
492.0	0.0156
493.0	0.0159
494.0	0.0163
495.0	0.0168
496.0	0.017
497.0	0.0174
498.0	0.0178
499.0	0.0183
500.0	0.0186
501.0	0.019
502.0	0.0195
503.0	0.0203
504.0	0.0208
505.0	0.0213
506.0	0.0221
507.0	0.0228
508.0	0.0233
509.0	0.0239
510.0	0.0248
511.0	0.0259
512.0	0.0268
513.0	0.0276
514.0	0.0284
515.0	0.0297
516.0	0.0311
517.0	0.0323
518.0	0.0333
519.0	0.0345
520.0	0.036
521.0	0.0373
522.0	0.039
523.0	0.0405
524.0	0.042
525.0	0.0435
526.0	0.0448
527.0	0.0463
528.0	0.048
529.0	0.0496
530.0	0.0512
531.0	0.0529
532.0	0.0548
533.0	0.0566
534.0	0.0585
535.0	0.0603
536.0	0.0618
537.0	0.0635
538.0	0.0652
539.0	0.0669
540.0	0.0688
541.0	0.0705
542.0	0.0719
543.0	0.0733
544.0	0.0748
545.0	0.0761
546.0	0.077
547.0	0.0776
548.0	0.0784
549.0	0.0793
550.0	0.0803
551.0	0.0813
552.0	0.0822
553.0	0.0829
554.0	0.0838
555.0	0.0845
556.0	0.0852
557.0	0.0859
558.0	0.0864
559.0	0.0869
560.0	0.0872
561.0	0.0872
562.0	0.0872
563.0	0.0869
564.0	0.0862
