Bands	Reflectance
819.0	1.8018
820.0	1.7927
821.0	1.7838
822.0	1.7746
823.0	1.765
824.0	1.7556
825.0	1.7468
826.0	1.7371
827.0	1.7275
828.0	1.7181
829.0	1.7084
830.0	1.6995
831.0	1.6904
832.0	1.6811
833.0	1.6725
834.0	1.663
835.0	1.6538
836.0	1.6448
837.0	1.6349
838.0	1.6256
839.0	1.6164
840.0	1.607
841.0	1.5981
842.0	1.5889
843.0	1.5797
844.0	1.5707
845.0	1.5617
846.0	1.5529
847.0	1.544
848.0	1.5351
849.0	1.5265
850.0	1.518
851.0	1.5096
852.0	1.5014
853.0	1.4929
854.0	1.484
855.0	1.4752
856.0	1.4672
857.0	1.4586
858.0	1.4498
859.0	1.441
860.0	1.4321
861.0	1.4233
862.0	1.4144
863.0	1.4054
864.0	1.3965
865.0	1.3878
866.0	1.379
867.0	1.3698
868.0	1.3607
869.0	1.3512
870.0	1.3417
871.0	1.3329
872.0	1.3238
873.0	1.3148
874.0	1.3056
875.0	1.2962
876.0	1.2873
877.0	1.2778
878.0	1.268
879.0	1.2587
880.0	1.2493
881.0	1.2399
882.0	1.2305
883.0	1.2209
884.0	1.2115
885.0	1.2021
886.0	1.1927
887.0	1.184
888.0	1.1743
889.0	1.1647
890.0	1.1558
891.0	1.1465
892.0	1.137
893.0	1.1276
894.0	1.1185
895.0	1.1092
896.0	1.0997
897.0	1.0901
898.0	1.0804
899.0	1.0709
900.0	1.0615
901.0	1.0522
902.0	1.0428
903.0	1.0333
904.0	1.0239
905.0	1.0146
906.0	1.0053
907.0	0.9959
908.0	0.9862
909.0	0.976
910.0	0.9657
911.0	0.9567
912.0	0.9482
913.0	0.9394
914.0	0.9296
915.0	0.9201
916.0	0.9112
917.0	0.9023
918.0	0.8927
919.0	0.8835
920.0	0.874
921.0	0.8645
922.0	0.8556
923.0	0.8464
924.0	0.8371
925.0	0.8279
926.0	0.8187
927.0	0.8095
928.0	0.8
929.0	0.7903
930.0	0.781
931.0	0.7713
932.0	0.7618
933.0	0.7525
934.0	0.7432
935.0	0.7342
936.0	0.7251
937.0	0.716
938.0	0.7069
939.0	0.6981
940.0	0.6892
941.0	0.6801
942.0	0.6713
943.0	0.6627
944.0	0.6541
945.0	0.6453
946.0	0.6365
947.0	0.6279
948.0	0.6194
949.0	0.6109
950.0	0.6024
951.0	0.5938
952.0	0.5852
953.0	0.5767
954.0	0.5685
955.0	0.5603
956.0	0.5524
957.0	0.5446
958.0	0.5368
959.0	0.5292
960.0	0.5216
961.0	0.5142
962.0	0.5071
963.0	0.4997
964.0	0.4926
965.0	0.4856
966.0	0.4787
967.0	0.4719
968.0	0.4651
969.0	0.4583
970.0	0.4517
971.0	0.4451
972.0	0.4385
973.0	0.432
974.0	0.4255
975.0	0.4192
976.0	0.4128
977.0	0.4065
978.0	0.4002
979.0	0.3943
980.0	0.3882
981.0	0.3822
982.0	0.3762
983.0	0.3703
984.0	0.3647
985.0	0.3588
986.0	0.3529
987.0	0.3472
988.0	0.3416
989.0	0.3359
990.0	0.3304
991.0	0.3248
992.0	0.3194
993.0	0.3138
994.0	0.3083
995.0	0.3029
996.0	0.2976
997.0	0.2922
998.0	0.2868
999.0	0.2815
1000.0	0.2763
1001.0	0.4425
1002.0	0.4454
1003.0	0.4482
1004.0	0.451
1005.0	0.4539
1006.0	0.4567
1007.0	0.4596
1008.0	0.4625
1009.0	0.4653
1010.0	0.4681
1011.0	0.4709
1012.0	0.4737
1013.0	0.4765
1014.0	0.4792
1015.0	0.482
1016.0	0.4848
1017.0	0.4876
1018.0	0.4904
1019.0	0.4931
1020.0	0.4959
1021.0	0.4986
1022.0	0.5014
1023.0	0.5042
1024.0	0.507
1025.0	0.5099
1026.0	0.5128
1027.0	0.5158
1028.0	0.5188
1029.0	0.5218
1030.0	0.5248
1031.0	0.5279
1032.0	0.531
1033.0	0.5341
1034.0	0.5373
1035.0	0.5406
1036.0	0.5439
1037.0	0.5472
1038.0	0.5507
1039.0	0.5542
1040.0	0.5578
1041.0	0.5616
1042.0	0.5655
1043.0	0.5694
1044.0	0.5734
1045.0	0.5776
1046.0	0.5818
1047.0	0.5862
1048.0	0.5908
1049.0	0.5955
1050.0	0.6003
1051.0	0.6052
1052.0	0.6102
1053.0	0.6153
1054.0	0.6206
1055.0	0.6258
1056.0	0.6312
1057.0	0.6367
1058.0	0.6421
1059.0	0.6476
1060.0	0.6531
1061.0	0.6585
1062.0	0.664
1063.0	0.6695
1064.0	0.675
1065.0	0.6804
1066.0	0.6859
1067.0	0.6913
1068.0	0.6966
1069.0	0.7019
